,description,num_genre
67,epic series final chapter bella edward newborn daughter forces couple life altering confrontation volturi,4
68,bloodthirsty enemy quest revenge bella must reconcile love vampire edward growing feelings werewolf jacob,4
69,still reeling departure vampire edward cullen heartbroken bella swan finds comfort friendship werewolf jacob black,4
70,two unusually close friends share every aspect lives together lives evolve bond remains constant,4
71,rural pennsylvania working class single mom must pick pieces step raise grandson daughter suddenly disappears,4
72,summer vacation beachside town year old deniz seeks affection childhood crush navigates love triangle,4
73,born fatal sensitivity sunlight sheltered teen girl falls neighbor hides condition romance blossoms,4
74,patriarch emigrant nigerian family visits female led canadian home traditional values collide newer ones,4
75,years fertility issues mother law nagging woman hires assistant surrogate things go smoothly planned,4
76,newly married couple journeys self discovery healing dealing aftermath traumatic event wedding night,4
77,young dysfunctional couple tries patch relationship sessions highly unconventional therapist,4
78,cop singapore investigates disappearance chinese migrant construction worker spent sleepless nights playing mysterious video game,4
79,career thankless credits retired actor returns long awaited leading role finds utterly unprepared new age filmmaking,4
80,unemployment drug addiction corruption plague society drama depicts people believe still good world,4
81,freed spending years jail man homecoming turns dark affair disillusion clashes family expectations,4
82,inspired malaysia th general election film trails six individuals obstacles face days leading historic event,4
83,sarah child look settle jakarta zaenab searches answers gets caught defending marriage doel letting go,4
84,honest man dreams better life family childhood friend leads world crime keeps happiness reach,4
85,stylish remake disillusioned mastermind assembles team pull series spectacular heists crimes make many enemies,4
86,heartbreak betrayal ngan unrequited love childhood best friend h la endures generation sweeping romance,4
87,woman healing powers abandons village life become devout disciple jesus founder christianity,4
88,sold geisha house child fisherman daughter becomes sought geisha kyoto rivalries threaten destiny desires,4
89,retelling hamlet ophelia point view lady waiting shared love denmark prince ruined treachery madness,4
90,unassuming elderly widow arrested treason tangled secret past kgb longest serving british spy exposed,4
91,weighed dark secret irs agent ben thomas tries improve lives seven strangers need second chance,4
92,dispatched small italian town await orders assassin jack embarks double life may relaxing good,4
93,summit school integration north carolina pits civil rights activist ku klux klan leader sparking unlikely friendship,4
94,texas professor advocate elimination death penalty falsely accused crime ends death row,4
95,princess diana death queen elizabeth ii tony blair face public demands memorialized manner beyond standard protocol,4
96,bright promising young girl gets abducted taken terrorist camp unexpectedly crosses paths soulmate,4
97,physician finds heaven accident inhabiting landscape wife paintings seeking rescue underworld,4
98,rock n roll comedy drama three women go court royalties one hit wonder singer loved married,4
99,graduate student works three incarcerated women manson family look back lives based true story,4
100,substitute teacher obsessive student begin illicit affair endangers everyone involved blurs line predator prey,4
101,new year eve armed man enters tv studio broadcast takes host hostage makes one demand give message live air,4
102,receiving terminal diagnosis man fakes accident spare family grief must deal fallout deception,4
103,couple low level crooks rob mob protected poker game slick enforcer hired track offenders take care business,4
104,two siblings set sail crew yacht aegean sea circumstances soon change young documentary filmmaker comes aboard,4
105,abducted lebanese civil war ramez finally free man returns society deeply traumatized past,4
106,running away marriage woman enters dangerous agreement unfamiliar man save father company reputation,4
107,disillusioned psychologist tries commit suicide strikes friendship unlikely savior teaches new way living,4
108,taken yakuza young age kenji swears allegiance old school boss pledging adhere family code amid ever changing times,4
109,widowed new dad copes doubts fears heartache dirty diapers sets raise daughter inspired true story,4
110,battle ridden syria woman trying smuggle bread blockaded area crosses paths soldier deserted regime forces,4
111,infatuated fan finds unexpected way meet celebrity crush discovers dark reality behind facade fame fantasy world,4
112,ambushed taliban first nations soldier canada gets captured escapes harrowing journey stirs memories love loss,4
113,caught lowrider world father embittered brother east la graffiti artist grapples family feud chasing dreams,4
114,assault young woman seaside town security expert family get caught powerful riptide secrets lies,4
115,film follows societal challenges three strangers beirut go unexpected events link fates,4
116,tensions rise untold secrets surface three royal sisters family treasure stolen night antique auction,4
117,philandering way across europe find grandfather never met william unexpectedly befriends year old changes sees women,4
118,global event wipes humanity ability sleep troubled ex soldier fights save family society mind spiral chaos,4
119,escape arranged marriage woman flees depths mayan jungle untamed nature merges human supernatural,4
120,biopic war correspondent marie colvin risks bring back truth frontlines despite toll takes life,4
121,business mogul hires exotic dancer weekend entertainment quickly morphs messy situation full misunderstanding,4
122,fed abuse around department store saleswoman finds weapon alleyway decides settle scores,4
123,parallel love stories lives college student chris wealthy businessman jorge intersect profound twist fate based true story,4
124,confessing unusual secret repressed wife prompted friends decides explore sexuality high priced call girl,4
125,two young newlyweds seek help unlicensed sex therapist baltazar initiates couple mysteries tantric sex,4
126,legal system declares unfit parent father intellectual disability fights regain custody young daughter,4
127,cantankerous trainer mentors persistent amateur boxer determined go pro deep seated emotions become strongest opponents,4
128,neighbors means friends high schoolers yolanda mari discover bond attraction made study partners,4
129,sweden forward thinking queen kristina resists country conservative ideals grow restrictive falls woman,4
130,hired extract bride arranged wedding pakistan hired gun goes run hostage plan unravels,4
131,advertising executive wrestling grief finds meaning writing letters unconventional recipients caring colleagues plot ruse,4
132,winter hits hard resources run low damascus single mom heads war scarred outskirts looking gas prepare son warm meal,4
133,story roberto baggio one best soccer players time including career highs triumphs injuries discovery buddhism,4
134,young lawyer information counterfeit drug trafficking nigeria must choose betraying conscience revealing truth,4
135,challenged compose songs marry girl loves tortured passionate singer songwriter embarks poignant musical journey,4
136,challenged compose songs marry girl loves tortured passionate singer songwriter embarks poignant musical journey,4
137,challenged compose songs marry girl loves tortured passionate singer songwriter embarks poignant musical journey,4
138,son diagnosed sickle cell disease man family struggle face new reality rediscover shared love,4
139,film sheds light sexual harassment egypt following lives three women different social classes subjected,4
140,constantly denied medical treatment hiv positive woman confronts societal stigma unexpected courage inspired true events,4
141,arrogant scion hails taxi cabbie desperate need money sees opportunity kicks intensely contentious hour showdown,4
142,struggling raise little sister young street magician turns drug dealing unaware ruthless supplier,4
143,jilted wife man ocd finds eye opening common ground camaraderie neighbor young man syndrome,4
144,persistent leon sweeps feet ambitious angel must choose true love dreams luxurious life,4
145,built drug empire ferry bouman returns hometown revenge mission finds loyalty tested love alters life,4
146,relentless detective finds common ground killer systematically targeting perpetrators running powerful child trafficking ring,4
147,confined home agoraphobia psychologist becomes obsessed new neighbors solving brutal crime witnesses window,4
148,exasperated living perpetual fear safety four women kidnap man show realities female delhi,4
149,gay congressman marries mexican president daughter cavorts young man secret club scandal hits based true story,4
150,waking cryogenic unit liz fights survive remember oxygen runs,4
151,immigration lawyer nigerian woman caught ring corruption team uncover truth behind suspicious death detention center,4
152,three police officers become pawns unscrupulous lawmakers framed incident amid political elections must flee evade arrest,4
153,lmaz erdo lauded stage play traces life wunderkind g lseren navigates social political change,4
154,recently marking kilometers road newly bereaved trucker faces threat losing job come define new intern,4
155,talented teen implicated robbery turned murder fights innocence integrity criminal justice system already judged,4
156,ballroom dancer shot crucial tournament jeopardized street dancer must face painful past step new partner,4
157,law student joins anti fascist group finds sucked increasingly dangerous situations drawn violence,4
158,teenager picture perfect family torn apart uncovers unnerving evidence serial killer close home,4
159,elaborate hoax young woman pretends acclaimed writer jt leroy fictional persona invented writer sister law,4
160,haunted monstrous crime three childhood friends boston cross paths decades later connection murder investigation,4
161,living years uk anthony bryan wrongfully detained government threatened deportation based true events,4
162,veteran journalist teams young reporter untangle web lies surrounding suspicious death woman tied powerful politician,4
163,aftermath murder year old susie watches beyond loved ones mourn search killer hiding plain sight,4
164,trying earn acquittal teen client accused murdering wealthy father defense attorney uncovers disturbing facts victim,4
165,affluent father passes man must survive seven days nigerian neighborhood ajegunle obstacles keep inheritance,4
166,self doubt sacrifice struggle converge existential crisis devoted classical vocalist mastery strives remains elusive,4
167,father disappears three strong willed women return childhood home equally strong willed mother,4
168,formidable kerala chief minister party loyalties personal principles tested damning social media post sparks heated power struggle,4
169,conflicts complications confrontations make emotional eventful affair multigenerational family reunites lucknow,4
170,short film follows day life young woman egypt interactions others expose long standing stereotypes biases,4
171,abandoned family young single mother aiye struggles survive stays focused dream becoming elite chef,4
172,three person crew mission mars faces impossible choice unplanned passenger jeopardizes lives everyone board,4
173,drilling depletes small village corporation finds oil region igniting tensions among community,4
174,three friends born poverty create capitalist dream powerful gang members time prison makes one consider fresh beginning,4
175,intimate drama circumstances draw together four people different castes would normally preclude forming friendships,4
176,india arrogant british commander challenges harshly taxed residents champaner high stakes cricket match,4
177,daydreamer ishaan sent boarding school unconventional art teacher tries help imaginative student discover true identity,4
178,four shorts explore surprising ways unexpected catalysts inflame uncomfortable emotions simmering fractured relationships,4
179,troubled doctor sets save life miracle worker cured cancer patient using unprecedented mysterious remedy,4
180,teen ballerina discovers hip hop chance faced impossible choice follow parents footsteps newfound passion,4
181,nazis invade poland warsaw zoo caretakers work underground resistance save jews horrors third reich,4
182,rei helps woman love years escape abusive husband run feelings catch fire,4
183,heavy drinking loner finds semblance family stumbles onto ship lancaster dodd charismatic leader new religion,4
184,investigating death businessman prosecutor wife uncover occult secrets face life death dilemma,4
185,son fishing community falls village head daughter face violent opposition girl doggedly old fashioned father,4
186,hiding jeju island following brutal tragedy wronged mobster target back connects woman demons,4
187,luck manager shady gas station gets head tries steal grubby employers,4
188,oscar nominated short film man trying go home dog gets stuck time loop forces relive deadly run cop,4
189,leaving toxic relationship dinda embarks romance kale whose view love soon shatters wrestles insecurities,4
190,inspired nobel peace prize winner malala yousafzai young girl defies expectations father village pursue education,4
191,sent live estranged father summer rebellious teen finds kinship tight knit philadelphia community black cowboys,4
192,loss child plunges sade suicidal depression suffering leads faith little assist modern technology,4
193,paris madame claude influence extends beyond world sex work affluent young woman threatens change everything,4
194,rising disadvantage become state leader tenacious politician learns great power comes great responsibility ruthlessness risk,4
195,growing tumultuous household yura finds love triangle two close friends faces personal financial crisis,4
196,famed polish pianist wladyslaw szpilman struggles survive onslaught nazi tyranny world war ii drama based memoirs,4
197,helping amputee grandmaster settle score tragic past grieving detective unravels conspiracy complicated imagined,4
198,wild artistic inspiration emotional turmoil fill painter vincent van gogh last years struggles bring unique vision world,4
199,depth biopic portrays groundbreaking south african leader nelson mandela fight political oppression virulent racism,4
200,true life action saga profiles virginia bootlegging bondurant brothers whose exploits prohibition era made outlaw heroes,4
201,young basque man radicalized america forbidden participating parade racial grounds,4
202,would writer lands job croupier make ends meet becomes involved gambler lured taking part heist,4
203,ay e returns germany black sea hometown sets fulfill mom dying wish care beloved bee farms,4
204,falling love sailing summer camp sicily reality comes crashing teenage couple harsh truth prompts pivotal decision,4
205,kind hearted irishwoman teams acerbic journalist find son forced give adoption years ago,4
206,immature young father akita becomes outcast community media incident two years later returns ineptly try make amends,4
207,yusuf daughter set buy wife anniversary gift gesture demanding much patience negotiation skills west bank,4
208,man becomes prime suspect wife murder police investigation soon widens potential culprits hidden motives,4
209,music legend james brown makes turbulent journey humble origins superstardom godfather soul biopic starring chadwick boseman,4
210,help shady dea agent two weed entrepreneurs take merciless cartel leader wants business kidnaps lover,4
211,cutting across conventions expectations four brave love stories blossom tamil remake telugu film care kancharapalem,4
212,sent away family remote mountain town teacher mahir helps villagers build school inspires path hope,4
213,streets istanbul ailing waste warehouse worker mehmet takes small boy wing must soon confront traumatic childhood,4
214,lives three chilean teenage misfits converge try find place unequal society hip hop lasting friendships,4
215,basque country postpone execution group women accused witchcraft lure inquisitor witnessing witches sabbath,4
216,devastating loss loved one abby forms bond sister best friend struggles move,4
217,amidst bustle magnetic multifaceted city budding love two dreamers tested,4
218,mysterious woman arrives small north carolina town begins new life remains haunted terrifying secret,4
219,widowed lawyer struggles retain custody biracial granddaughter girl paternal grandmother questions competence,4
220,struggling music student discovers tries complete unfinished symphony begun famous composer whose career ended past trauma,4
221,amid violence pinochet reign chile emotionally dead ra l finds escape obsession protagonist saturday night fever,4
222,falling geez heartthrob school ann must confront family opposition heartache deception romance struggles,4
223,maur cio becomes student top medical school becomes obsessed mystery linked dead bodies used dissection,4
224,murder investigation leads police photo suspect two men found faces match picture case gets doubly tricky,4
225,israeli spies undertake daring mission capture notorious nazi war criminal adolf eichmann bring justice based real events,4
226,troubling inner workings toxic marriage reveal surprising ways one couple feuds spins control,4
227,reflective man must come terms forced displacement vietnam returns birthplace spread parents ashes,4
228,three young professionals chase wildly different dreams relationships indelibly impact journeys self discovery,4
229,azerbaijan layla indonesian scholar falls samir admirer work arranged marriage stands way,4
230,husband sent prison eight years medical student ruby shelves studies focus partner welfare serves time,4
231,teenage equestrian local football player fall simmering racism small town puts relationship test,4
232,noted filmmaker infidelity becomes media firestorm fractured family privately navigates fallout actions years come,4
233,family grapples passing estranged father remnants life led absence,4
234,filmmaker girlfriend return home movie premiere smoldering tensions painful revelations push toward romantic reckoning,4
235,italy passionate free spirit dreams love justice better life till forbidden affair threatens everything based real events,4
236,dramatization virgin mary works miracle girl mexico four centuries later family make pilgrimage child,4
237,following mother abrupt departure dynamic determined teen goes extraordinary lengths protect provide younger brother,4
238,thief gets head breaks bank vault full cash gems secrets everyone london mob royal family,4
239,portugal visions virgin mary come three children whose message faith raises doubts family angers authorities,4
240,eve world war ii british widow hires self taught archaeologist dig mysterious formations land leading staggering find,4
241,struggling poverty single mother siblings principled young woman meets man dreams soon finds keeping secrets,4
242,pressure family friends settle successful single woman searches right partner refusing settle less,4
243,wife becomes murder suspect sent prison professor plots meticulous plan take back freedom reunite family,4
244,ambitious driver rich indian family uses wit cunning escape poverty become entrepreneur based bestselling novel,4
245,reconciles ex son enforcer crime family gets order tests loyalty endangers everyone holds dear,4
246,bereft opportunities aftermath hurricane katrina young man close friends turn life crime th ward new orleans,4
247,overwhelmed mother illness young boy begins understand human complexity fantastic tales consoling tree monster,4
248,women radium factory begin fall gravely inexplicably ill bessie co workers set expose corporate cover,4
249,estranged mother falls coma self made single mom grapples regret resentment reflecting strained relationship,4
250,singing dreaming together talented singer songwriter aged keyboardist add harmony love lives,4
251,story interconnected lives three families different religious faiths navigate conflicting beliefs hardships struggles,4
252,haunted nightmare involving abusive ex boyfriend actress begins question reality whether incident took place,4
253,raised condescending eye activist father underachieving loafer lured local kingpin web corruption kidnapping,4
254,posted small crime ridden town cop soon learns cleaning system also means confronting corruption among police politicians,4
255,young widow hired domestic helper wealthy architect social divides come fore unlikely attraction grows,4
256,high school young woman marries man father choice soon faces possibility religion considers union invalid,4
257,heartbreaking home birth leaves woman grappling profound emotional fallout isolated partner family chasm grief,4
258,running away abusive mother streetwise teen seeks refuge father rejects learns pregnant,4
259,tormented bullies aspiring drag star working alaskan cannery becomes skilled fighter tapped competition boxing coach,4
260,animation activism unite multimedia spoken word response police brutality racial injustice,4
261,grieving death grandfather neige navigates family conflict questions world meditation cultural identity roots,4
262,hong kong lives two overseas filipino workers intertwine navigate daily duties career aspirations romantic possibilities,4
263,aftermath global catastrophe lone scientist arctic races contact crew astronauts warning return earth,4
264,martial law ends taiwan jia han birdy fall love amid family pressure homophobia social stigma,4
265,tessa fell hard fast hardin betrayal tears apart must decide whether move trust second chance,4
266,world economy dire straits corporate protagonist dagny taggart searches solution amid rubble long abandoned factory,4
267,tensions temperatures rise chicago music studio fiery fearless blues singer rainey joins band recording session,4
268,free spirited couple leave city retire country swindled relative life countryside loses luster,4
269,stakes high stage group talented young musicians face inter school talent competition,4
270,sent future look lonely girl eggy finds falling dating forbidden would risk fates,4
271,betrayal work finance professional becomes assistant bride shaman order salvage remaining property love life,4
272,gruff alone retiree rene rejects human contact begins soften comes terms homosexuality,4
273,life white house butler worked eight presidents unfolds backdrop unparalleled change american history,4
274,reading ex husband violent novel manuscript destabilizes gallery owner susan life upending present digging past,4
275,group disaffected students form unlikely bond game lacrosse new teacher introduces sport remote arctic town,4
276,working first oxford english dictionary scholar receives thousands entries doctor lengthy vocabulary dark secrets,4
277,afghanistan refugee camp ex army doctor seeks bring children joy cricket soon realizes stakes go beyond sport,4
278,student must navigate issues sexuality identity family amid sri lanka social turmoil,4
279,best friend gets stranded rain becomes subject romantic viral video morning show host must confront true feelings,4
280,surrounded tensions secrets teenage boy searches validation navigates life dysfunctional family following hiv diagnosis,4
281,group dirty atlanta cops blackmailed russian mob plan seemingly impossible heist sets explosive chain reaction violence,4
282,hollywood reevaluated eyes scathing wit alcoholic screenwriter herman j mankiewicz races finish citizen kane,4
283,former actress takes trip japan meets young man provides escape reality makes consider different way life,4
284,trapped loveless marriage young wife victorian era art critic john ruskin finds falling artist looking way,4
285,emotional journey morocco entrepreneur pieces together turbulent life estranged mother meets adopted daughter,4
286,urgent phone call pulls yale law student back ohio hometown reflects three generations family history future,4
287,battling terminal cancer woman writes one kind notebook life death love son remember based true story,4
288,grieving parents journey emotional void mourn loss child aftermath tragic school shooting,4
289,docudrama based titled book tracks aftermath bombing bombay eyes journalist covering story,4
290,mumbai spirited indian lad shiv talpade defies british rule sparse funding physics build world first airplane,4
291,still desperate find granddaughter nearly decade kidnapping devoted grandfather chases dangerous new lead,4
292,sensitive ainu teen searches spiritual connection recently deceased dad navigating indigenous identity changing world,4
293,young couple interracial marriage sparks case leads supreme court based true story richard mildred loving,4
294,holocaust survivor running daycare business forms unlikely friendship bitter street kid takes robs,4
295,chance encounter soon intertwines lives reserved businessman vibrant photographer living grave heart condition,4
296,dramatic rendering real life tragedy recounts final hours oscar grant shot san francisco transit police new year day,4
297,cope friend death teen blogs daily life falls existential crisis experiencing sexual awakening,4
298,couple facing fertility issues finds marriage tested vacation sardinian resort family next door adds tension,4
299,bright student nigeria takes academic establishment reports popular professor tried rape based real events,4
300,sex video subjects friend mockery bullying transfer student sets reveal truth campus secrets come light,4
301,fearing retribution republican spanish civil war hides home years help wife based true events,4
302,wedding nears bride visited angel reveals could followed feelings childhood best friend,4
303,eight years breakup college sweethearts christine raf reconnect different points lives feelings past resurface,4
304,son condition becomes severe woman reconnects biological father reunion puts strain respective relationships,4
305,cop working undercover trail possible diamond thief gets caught tricky spot finds new clues new feelings suspect,4
306,uprooted america aspiring indian entrepreneur confronts disapproval sexism rivalry draws culture start tea business,4
307,shuhei erratic mother feels threatened starts awaken world beyond distorted control sending family hurtling towards tragedy,4
308,family man plots kill spellbinding sex worker ends psychosexual exercise outwit twisted target,4
309,thriller traces edward snowden journey army recruit disillusioned government analyst bent exposing vast u surveillance programs,4
310,tracking one family harrowing experiences gripping drama depicts chaos generated massive tsunami southeast asia,4
311,woman stages suicide still lives fear abusive ex boyfriend tracking stealing son never knew,4
312,convicted murderer gets prison reunites wife plotting revenge years physical emotional abuse,4
313,caught crosshairs police corruption marseille warring gangs loyal cop must protect squad taking matters hands,4
314,australian singer helen reddy struggles misogyny music business records anthem women movement,4
315,former lover mysteriously murdered woman must clear name avoid killer,4
316,years apart former couple reunites gets reacquainted pains love work heal wounds past,4
317,young couple house happy home one breadwinner looking big break love still live,4
318,discovering shortcut gives technological advantage two cousins look earn big score outracing massive corporation,4
319,young newlywed moves husband imposing estate must contend sinister housekeeper haunting shadow late wife,4
320,years france kamal returns native beirut reassembles dance crew striving modernize traditional dabke routines,4
321,sound engineer falls model unfortunate accident fights save love triggering senses,4
322,taxi driver new beirut forms unlikely bond bored american pilates instructor loves hearing tell stories past,4
323,occupied village teen girl set wed stranger crosses meet betrothed heart gets entangled border,4
324,beirut resident soraya drawn two men daredevil photographer nabil talal must embrace feudal heritage father kidnapped,4
325,mother arrives war torn lebanon looking missing son south cab driver agrees escort dangerous trip,4
326,three intrepid teens roam streets beirut midst civil war filming super camera reckoning pains growing,4
327,lebanon civil war deprives zozo family left grief little means escapes sweden search grandparents,4
328,supposed peaceful protest turned violent clash police followed one notorious trials history,4
329,woman nobility battles patriarchal norms order improve educational access women early indonesian society,4
330,fearing rejection young man struggles declare feelings best friend soon falls another man fateful incident,4
331,biopic chronicles life times iconic indian revolutionary bhagat singh led armed resistance british,4
332,pair petty criminals different backgrounds get tangled gangster kidnapping scheme goes awry,4
333,heartbroken last relationship attorney wary falling love crossing paths ex upends plans finally move,4
334,new high school grad avid gamer cenk recruited intense esports team trains tournament life changing prize,4
335,lagos journalist goes undercover prostitute expose human trafficking finds world exploited women ruthless violence,4
336,war criminal hiding begins suspect maid confidant contact outside world may hiding something,4
337,fragile secretive world two sisters uncle crumbles charming cousin arrives eyes toward family fortune,4
338,young girl grows increasingly concerned rhino poaching village begins directly impact impoverished family,4
339,daring farmer steals illicit ivory group international terrorists must elude dangerous deadly games,4
340,birthday party new york surprise guest drunken game leave seven gay friends reckoning unspoken feelings buried truths,4
341,distressing incident delhi man vows believe see new ideals soon take life extreme directions,4
342,smooth talker falls music teacher aboard cruise cruel twist fate hinders plans meet months later,4
343,government employee aspiring crime writer investigation corruption asked politician wife spy husband,4
344,raised privileged bubble delhi elite teen compelled question outlook life love older brother comes gay,4
345,leaving orphanage raised teen searches family find work farm secrets past begin surface,4
346,dan tettsu chiharu leave battles sword district behind carefree road trip adventure end working hot spring resort,4
347,knotty love triangles nefarious schemes arise nobleman plans remarry fall cunning hands first wife vengeful rival,4
348,knocked life one many times meek family man drastically transforms shy savage encounter mysterious friend,4
349,disillusioned delhi wife new town cousin navigate damning secrets dreams thorny dynamic respective roads freedom,4
350,young screenwriter returns hometown write script based childhood discovers neighborhood gentrified,4
351,sinister characters converge around young man devoted protecting loves postwar backwoods town teeming corruption brutality,4
352,unable face new reality wheelchair ngel develops deadly obsession woman left unleashes sinister revenge plot,4
353,suave teen sets sights girl seems beyond reach game confined tiny apartment family old school values,4
354,glamorous fast paced lifestyle comes screeching halt two sisters try rebuild fortunes music enterprise,4
355,man falls balcony investigator questions victim family determined uncover darker truth behind alleged accident,4
356,singular career personal demons biopic chronicles short yet prolific life marathi dentist turned superstar,4
357,first two part biopic depicts early years lay foundation beloved marathi writer comedian p l deshpande iconic career,4
358,second installment p l deshpande biopic explores marathi humorist political journey philanthropic endeavors personal life,4
359,activist begins aiding shrewd political advisor also girlfriend father personal agendas lead betrayal love duty clash,4
360,escape conviction criminal charges businessman agrees aid risky police mission motives soon turn suspicious,4
361,eleven year old amy starts rebel conservative family traditions becomes fascinated free spirited dance crew,4
362,toll booth operator mundane life upended reassigned remote spot finds intriguing strangers new side,4
363,fresh prison ex con tries save debt ridden brother family pub local mobsters draw back criminal underworld,4
364,nothing seems woman experiencing misgivings new boyfriend joins road trip meet parents remote farm,4
365,devoted nun cares elder sisters must choose upholding vows pursuing forbidden feelings fascinating pastor,4
366,tipped mysterious tramp meek fry cook discovers superpowers kindred spirits uncovers unsavory widespread conspiracy,4
367,one football match dirt pitch near rome becomes day reckoning young player coach team owner wrestle internal demons,4
368,optimistic talented teen clings huge secret homeless living bus tragedy strikes learn accept helping hand,4
369,tormented demon run roman centurion year old jesus parents mary joseph flee egypt nazareth,4
370,undocumented trans woman seeking legal status us becomes romantically involved grandson elderly woman cares,4
371,post revolution tehran wealthy jewish businessman summarily jailed tortured along wife fights answers freedom,4
372,demoted academy job cop trains five foolhardy students assassins risky revenge plot police corruption underworld,4
373,son accused raping trying murder ex wife alicia embarks journey change life forever,4
374,musical version victor hugo epic tale love sacrifice first produced stage receives big screen treatment,4
375,stubborn american teenager sent nigeria mother cousin scamming business becomes viable option securing return flight,4
376,film based true events awkward ambitious tv reporter struggles adapt ordered focus violent salacious stories,4
